NOMBRE	EXPEDIENTE
CODANA S.A.	43053
ALIMENTOS SUPERIOR ALSUPERIOR S.A.	10987
DIPASO S.A.	80828
PRODUCARGO S.A. PRODUCTORA DE ALCOHOLES	72537
IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE SOCIEDAD ANONIMA INMONTE	58769
LILE S.A.	47857
MACROMODA S.A.	160627
DISMEDSA CIA.LTDA.	83682
ADITMAQ ADITIVOS Y MAQUINARIAS CIA. LTDA.	51996
UPFIELD ECUADOR CIA.LTDA.	310750
HIDROSANBARTOLO S.A.	143483
GTM-ECUADOR S.A.	102969
SANCAMILO S.A., COMERCIALIZADORA DE GRANOS	60000
GREENTRAILCORP CIA.LTDA.	711724
AXIONLOG ECUADOR S.A.	708972
CADENA ECUATORIANA DE TELEVISION CA CANAL 10 CETV	4779
MOLSANDO MOLINOS SANTO DOMINGO S.A.	154843
VEHICENTRO VEHICULOS Y CAMIONES CENTRO SIERRA S.A.	36501
SUMESA S. A.	20616
ORIONOIL ER S.A.	173223
UMCO S.A.	1143
SUPERMERCADO DE COMPUTADORAS COMPUBUSSINES CIA. LTDA	90973
RESIQUIM S. A.	44244
COMPRIFARM S.A..	179372
IMPORTADORA Y COMERCIALIZADORA DE AGROQUIMICOS PALACIOS ROMERO ICAPAR S.A.	33324
TERRAFERTIL S.A.	153454
CONSORCIO DEL PICHINCHA S.A. CONDELPI	48863
CORRUGADORA NACIONAL CRANSA S.A.	47196
CANAL DE GUAYAQUIL CGU S.A.	720577
GROWFLOWERS PRODUCCIONES S.A.	163829
PRACTIPOWER S.A.	113500
LECHE-GLORIA-ECUADOR S.A.	45105
EXPORTADORA DE CAMARON ECUATORIANO EXCAMECOR COMPAÑIA LIMITADA	173833
EXPORTACIONES DUREXPORTA S.A.	59388
TRANSCITY S.A.	121961
ALMACENES BOYACA S.A.	20306
FERRETERIA ESPINOZA S. A.	20377
CONSUPLAST S.A.	171227
BOTICAS UNIDAS DEL ECUADOR CA	2130
SUMIFRU ECUADOR S.A.	700993
EMBUTIDOS DE CARNE DE LOS ANDES EMBUANDES CIA.LTDA.	33370
CABLES ELECTRICOS ECUATORIANOS CABLEC C.A.	109
GUTIERREZ NAVAS SU FERRETERIA C LTDA	15434
GRIFINE S.A.	120972
CAMARONERA RIO NILO S.A. RIONILSA	167328
INCUBADORA ANDINA INCUBANDINA SOCIEDAD ANONIMA.	37113
GRAFICAS IMPACTO GRAFIMPAC S.A.	59229
SERVICIOS DE SEGURIDAD ARMILED CIA. LTDA.	86092
PTIE- PHOENIX TOWER INTERNATIONAL ECUADOR S.A.	715075
FARMACIAS CUXIBAMBA FARMACUX CIA. LTDA.	175384
DEMACO, DISTRIBUIDORA DE EQUIPOS Y MATERIALES DE CONSTRUCCION GOMEZ C LTDA.	26147
PRODUCTOS ALIMENTICIOS Y LICORES CIA. LTDA. PROALCO	21632
''AEROVIAS DE MEXICO'', SOCIEDAD ANONIMA DE CAPITAL VARIABLE	173085
AZENDE LOGISTICS AZENDELOG CIA.LTDA.	33437
CEDETEC S.A.	156937
PIÑAS RICAS DEL ECUADOR S.A. PIRECUASA	102761
LACTALIS DEL ECUADOR S.A.	8157
MANACAO S.A.	182555
SOCIEDAD MINERA LIGA DE ORO S.A. SOMILOR	97223
AGRICOMINSA, AGRICOLA COMERCIAL INDUSTRIAL S.A. (AGRICOMINSA)	8590
IBERIA, LINEAS AEREAS DE ESPAÑA, SOCIEDAD ANONIMA OPERADORA	64547
HIDRONORMANDIA S.A.	144367
SUMINISTROS MEDICOS Y DE LABORATORIO SUMELAB CIA. LTDA.	62432
MINUTOCORP S.A.	124193
CEPSA S.A.	3254
TECNANDINA SA TENSA	1870
INDUSTRIAL PAPELERA ECUATORIANA S.A. INPAECSA	140612
FIBROACERO S.A.	30453
CORPIDE CORPORACION PUBLICITARIA INTEGRAL DELTA C LTDA	16771
CAR SOUNDVISION CIA. LTDA.	95391
CATERFOOD BROADLINER S.A.	143404
LUBRIVAL S.A.	72130
ARTES GRAFICAS SENEFELDER CA	2254
HARBIN ELECTRIC INTERNATIONAL CO., LTD.	142837
CEPROMAR S.A.	121697
ZURIDIST CIA. LTDA.	35416
FEHIERRO S.A.	25763
COMPANIA DE DESARROLLO BANANERO DEL ECUADOR BANDECUA SA	9595
PERLAS DEL PACIFICO PACIPER S.A.	300395
HILONG OIL SERVICE & ENGINEERING ECUADOR CIA. LTDA.	162088
EMCAMEX S.A.	38768
BANANEVITO S.A.	700352
IMPORTADORA LINO GAMBOA C LTDA ILGA	26611
SACOS DURAN REYSAC S.A.	58109
FLORALP SA	8427
COMERCIAL LA FERIA HLS CIA.LTDA.	303170
ALICORP ECUADOR S.A.	16987
AUTOMOTORES CARLOS LARREA T. CIA. LTDA.	37591
PFIZER PFE CIA.LTDA.	701401
HUAWEI TECHNOLOGIES ECUADOR CIA. LTDA.	172410
QUIMICA COMERCIAL QUIMICIAL C LTDA	14561
SISTEMAS CONSTRULIVIANOS CIA. LTDA.	91610
QSI ECUADOR S.A.	147153
LIDENAR S.A.	126493
PHARMABRAND S.A.	85797
NUTRIL SA	5920
AUTO DELTA CIA LTDA	12294
MEGAMICRO S.A.	54340
ALVAREZ BARBA SA	10212
DISMERO S.A.	118951
CALBAQ S.A.	20323
EMPAQPLAST S.A.	47598
LABORATORIOS CHALVER DEL ECUADOR C LTDA	16943
GURITBALSAFLEX CIA. LTDA.	126193
NINTANGA S.A.S.	18769
ROSAPRIMA CIA. LTDA.	54162
DISAN ECUADOR S.A.	85074
AGRITOP S.A.	107188
COMERCIALIZADORA IOKARS S. A.	64405
DAMASCOSWETT S.A.	139913
VPCEC S.A.	41592
JETBLUE AIRWAYS CORPORATION	704336
RITOFA S.A.	74543
ENERGYGAS S.A.	152226
TUBERIA GALVANIZADA ECUATORIANA S.A.	1100
COSTAMARKET S.A.	149857
AZZORTI VENTA DIRECTA S.A.	146362
COMPANIA AGRICOLA LA JULIA S. A.	4886
ALNICAM S.A.	714422
MANOBANDACORP C.A.	131318
DISTRIBUIDORA COLOMBINA DEL ECUADOR S.A.	153999
SINOHYDRO CORPORATION LIMITED	165147
MEISTERBLUE CIA.LTDA.	64957
LICENCIAS ON LINE LOLCOM S.A.	152893
MOTORCYCLE ASSEMBLY - LINE OF ECUADOR S.A. MASSLINE	132990
AEROTRANSPORTES MAS DE CARGA SOCIEDAD ANONIMA DE CAPITAL VARIABLE	115177
COMERCIALIZADORA COILE S.A.	81809
GOLDENSHRIMP S.A.	127203
TOGEN CA	8456
ASESORIA, SEGURIDAD Y VIGILANCIA ''ASEVIG - LIDERMAN'' CIA. LTDA.	110096
BICO INTERNACIONAL S.A.	48153
CORPORACION QUIPORT S.A.	93325
INDIAN MOTOS INMOT S. A.	60436
INGENIO AZUCARERO DEL NORTE COMPANIA DE ECONOMIA MIXTA IANCEM	45490
TROPICAL PACKING ECUADOR S.A. TROPACK	138401
BANARIEGO CIA. LTDA.	98148
AGENCIAS Y REPRESENTACIONES CORDOVEZ SA	22
COMPANIA DE COMERCIO INDUSTRIA Y SERVICIOS PETROLEROS PETROWORLD S.A.	48686
IMPORTADORA ALVARADO VASCONEZ C LTDA	17128
PAPELESA C. LTDA.	22026
PA-CO COMERCIAL E INDUSTRIAL SA	865
COMERCIAL HIDROBO S.A. COMHIDROBO	17923
VINOS Y ESPIRITUOSOS VINESA S.A.	156295
ALIMENTOS BALANCEADOS AVIFORTE CIA. LTDA.	159925
PIGGI'S EMBUTIDOS PIGEM CIA. LTDA.	6791
AGROBERRUZ S.A.	165196
SYNLAB S.A.S.	93713
MARRIOTT S.A.	22303
TECNOVOLADURAS S.A.	32771
CAMARONERA LEBAMA SA	24805
FEMAR S.A.	116430
ECUAFEED S.A.	140445
LAS FRAGANCIAS CIA. LTDA.	30990
SITES ECUADOR (ECU-SITES) S.A.S.	736162
CHINA CAMC ENGINEERING CO., LTD.	144628
CEDAL DURAN S.A.	149776
DISTRIBUIDORA DISPACIF SA	19180
CORPORACION CELESTE CIA.LTDA. CORPACEL	120802
TAYANA S A	75423
TINFLEX S.A.	158186
SCHRYVER DEL ECUADOR S.A.	46431
HIDROABANICO S.A.	150579
BINARIA SISTEMAS S.A.	14035
COMDERE S.A.	122305
PRODUCTOS PESQUEROS S.A. PRODUPES	34948
MOTRICENTRO CIA. LTDA.	31720
BEIERSDORF S.A.	49058
IMAGOR S.A. IMPORTADORA AGUILAR OROZCO S.A.	100922
BAXTER ECUADOR S.A.	47945
ABSORPELSA PAPELES ABSORVENTES S.A.	85418
EMPRESA PESQUERA POLAR SA	5630
IMPORTADORA VEGA S.A.	12280
SIERRAFERTTIL CIA.LTDA.	724901
DISTRIBUIDORA SUPRICE S.A.	712399
INPROSA, INDUSTRIAL PROCESADORA SANTAY S.A.	24135
INTERCIA S.A.	106346
PINTURAS ECUATORIANAS S.A. PINTUCO	3118
DELCAMPO S.A.S.	88094
XPERTSEA S.A.	728271
L. HENRIQUES & CIA. S.A.	23377
COMPAÑIA DE SERVICIOS AUXILIARES DEL SISTEMA FINANCIERO INTERDIN S.A.	711966
COLEGIO MENOR CMSFQ S.A.	90090
DSM NUTRITIONAL PRODUCTS ECUADOR S.A.	92403
ROHA OPHIR MINERALS RHOM S.A.	733324
MANADIALISIS S.A	34961
PRIME LABORATORIO PRILAB S.A.	71941
CONSORCIO PBO	732132
CRS RESOURCES (ECUADOR) LDC	48183
AGUAS DE SAMBORONDON AMAGUA C.E.M.	81724
EXPORSWEET S.A.	124446
PLASTIEMPAQUES S.A.	66364
INDEUREC S.A.	67858
ELECTRO GENERADORA DEL AUSTRO ELECAUSTRO S.A.	6726
TD SYNNEX ECUADOR CIA.LTDA.	702471
LADERCORPORATION S.A.S.	321013
INSTALACIONES ELECTROMECANICAS SA INESA	40597
ALIMENTOS YUPI S.A.	150232
PORTRANS S.A.	71467
INDUSTRIAL LATINA S.A. LAINDUSA	115490
JAMES BROWN PHARMA C.A.	7700
ENVASUR ENVASES SURAMERICANOS S.A.	143329
DAVMERCORP S.A.	62566
AEROVIC C.L.	20772
RADIOCONTROL ELECTRONICS CIA.LTDA.	718389
MOTORES Y TRACTORES MOTRAC S.A.	143897
COMPANIA ANONIMA CLINICA GUAYAQUIL SERVICIOS MEDICOS	2813
MEDITERRANEAN SHIPPING COMPANY DEL ECUADOR COMPANIA ANONIMA (EMESSEA)	74223
FIMASA FINCAS MARINAS SA	40538
BURSAL S.A.	109160
COMPAÑIA DE ALIMENTOS Y SERVICIOS COALSE S.A.	124999
ISCA ISLA CAMARONERA CA	40053
MAINT S.A.	26340
AGROOLEAGINOSAS LOS RIOS OLEORIOS S.A.	105766
MANSUERA S.A.	64400
CORPMUNAB SOCIEDAD ANONIMA	54010
CONEDERA S.A.	120001
ROYALFLOWERS S.A.	47392
FESAECUADOR S.A.	158325
LATAMFIBERHOME CABLE C. LTDA.	178438
DIBEAL COMPAÑIA LIMITADA	18526
SOCIEDAD DE TURISMO SODETUR S.A.S.	45011
INDUSTRIAS MOTORIZADAS INDUMOT SA	8847
KELLOGG ECUADOR C. LTDA. ECUAKELLOGG	74656
COHECO S.A.	11069
ECUADPREMEX S.A.	152400
PESQUERA UGAVI S.A.	34611
APRACOM S.A.	103103
BAKER HUGHES DEL ECUADOR S.A.S.	8362
PRODUCTORES DE CAMARON DE EL ORO PCO CIA. LTDA.	146923
AMCECUADOR C.L.	18696
NATIONALTIRE EXPERTS S.A.	7142
FABRICA DE BATERIAS FABRIBAT CIA. LTDA.	54881
TUVAL SA	5942
ANTONIO PINO YCAZA CIA. LTDA.	138675
COMPANIA COMERCIAL REINA VICTORIA S.A COMREIVIC	45693
MAVIJU S.A.	11587
METALHIERRO S.A.	96434
TECHNOLOGY SUPPORT SERVICES ECUADOR TECHNOLOGYSUPPORT S.A.	727942
INDUSTRIAL BANANERA ALAMOS SA	9631
B.BRAUN MEDICAL S.A.	47368
RB-HEALTH ECUADOR CIA.LTDA.	161566
JASAFRUT S.A.	173562
CALIDAD EN BANANO BANACALI S.A.	10936
ASISTANET S.A.	159895
ANGIOTEC S.A.	108913
EQR-EQUATOROSES S.A.S.	48353
EXTRACTORA NATURAL ECUADOR S.A. EXTRANATU	174668
GRUVALCORP S.A.	101942
PRODUCTOS DE EXPORTACION DIOMAR PROEXDI CIA. LTDA	97142
GENEROS ECUATORIANOS, ECUAGENERA CIA. LTDA.	31332
FARLETZA S.A.	103858
DATAFAST S.A.	53352
SUSHICORP S.A.	60655
EXIGRANOS S.A.	173524
DUAGUI S.A.	166006
GREEN LIFE FRUITS GREENLIFEFRUITSA S.A.	710115
ANDIPUERTO GUAYAQUIL S.A.	82461
WORLDBANANAS S.A.	313514
POLIGRAFICA C.A.	5722
NEGOCIOS FARMACEUTICOS SALAS (NEGFAR) S.A.	135542
ALEXACORP S.A.	131388
AUTOVENTAS-WAY S.A.	151785
DUPOCSA PROTECTORES QUIMICOS PARA EL CAMPO S. A.	44311
GENOMMALAB ECUADOR S.A.	119951
INDURA ECUADOR S.A.	9322
FAIRIS CA	14539
MEDILABOR S.A.	87330
IMPORTADORA DE FRUTAS SARANGO S.A. SARCOFRUIT	179661
MUEBLES EL BOSQUE S.A.	24069
SMURFIT KAPPA ECUADOR S.A.	48758
ELVAYKA KYOEI S.A.	111848
CORPORACIÓN CONSERVERA MUNDO MARINO PENINSULAR COMUMAP S.A.	85421
MERCANDINA S.A.	148095
SEVILLA Y MARTINEZ INGENIEROS CA SEMAICA	1540
FARMASERVICIO S.A. FARMACEUTICA Y SERVICIO	111051
XPTOURS S.A.	141873
SOPRISA S.A.	112841
SHRIMPCORP S.A.	318568
TEOTON SERVICIOS DE SALUD S.A.S.	4920
INDUSTRIAL Y AGRICOLA CAÑAS CA	5768
CHOVA DEL ECUADOR SA	7510
PETROCEANO S.A.	34322
TUL ECUADOR ECUATUL S.A.S.	732047
SAVERCORP S.A.	139019
INMOBILIARIA LAVIE SA	40185
INACORPSA DEL ECUADOR S.A.	85304
IMPORTADORA ECUASINO S.A.	139250
COMERCIALIZADORA ENERCOM & SERVICIOS ENERCOMSER S.A.	303222
INDUWAGEN S.A.	48909
MARISCOS DEL ECUADOR MARECUADOR CIA LTDA	22909
ECUAESTIBAS S.A.	71209
MATERIALES DE CONSTRUCCION (MACON) S.A.	57686
TECNICENTRO DEL AUSTRO SA TEDASA	6065
FLORES EQUINOCCIALES SA FLOREQUISA	45178
GUEVARA VASCO CIA. LTDA.	37874
OPTICA LOS ANDES S.A.	15654
SAL-MOS (SALINAS-MOSQUINANA) S.A.	23592
ETERNIT ECUATORIANA SA	3142
AKROS CIA. LTDA.	50437
UNITED PARCEL SERVICE, CO.	89594
PROBRISA S.A.	19814
USAFISH S.A.	35888
PLASTICOS ECUATORIANOS S.A	4723
AMBIENSA S.A.	120926
HOLCIM AGREGADOS S.A.	71876
TOTAL TEK S.A.	150496
CORPORACION PAÑORA S.A. CORPAÑORA	149433
INDUSTRIAS LACTEAS SA INDULAC	3350
ALMESPANA CIA. LTDA	146204
VENETIANCORP S.A.	129049
INDUSTRIAL Y COMERCIAL TRILEX C.A.	20138
AROMATIC COCOA EXPORT S.A. AROMAEXCO	165910
ALVAREZ LARREA EQUIPOS MEDICOS ALEM CIA. LTDA.	31319
INSUMOS AGRICOLAS Y PECUARIOS INSPA CIA. LTDA.	64325
ASIACAR S.A.	156401
DISTRIBUIDORA DE PRODUCTOS HARO & MANCHENO CIA. LTDA.	147508
ZOETISECUADOR CIA. LTDA.	149456
SACOPLAST S.A.	27212
ROMAN HERMANOS S.A.	91174
MA&CAO COMERCIALIZADORA AGRICOLA DE PRODUCTOS INSUMOS Y EQUIPOS S.A.	705944
ECUAIMCO S.A.	19206
COMERCIAL JAPONESA AUTOMOTRIZ CIA LTDA COJAPAN	20349
PF GROUP S.A.	46189
EXU S.A.	103473
PROMAPLAST PROCESADORA DE MATERIALES PLASTICOS S.A.	127472
PRODUCTORA DE GELATINA ECUATORIANA S.A. PRODEGEL	162053
PROVEEDORA VILLAFUERTE DE ACEROS PROVIACEROS CIA. LTDA.	161920
MARPLANTIS S.A.	114170
TONGLING NONFERROUS METALS GROUP TONGGUAN CONSTRUCTION AND INSTALLATION CO., LTD.	704260
VENTURETRADING S.A.	316350
SEPRONAC SEGURIDAD Y PROTECCION NACIONAL CIA. LTDA.	50848
SERVICE OIL ECUADOR ECUASERVOIL S.A.	168822
REPAPERS RECICLAJE DEL ECUADOR S.A.	167527
DRILLCOTEC CIA.LTDA.	309349
COMERCIALIZADORA ORIENTAL VACAVALLE CIA.LTDA.	706111
FEBRES CORDERO COMPANIA DE COMERCIO SA	4390
PESQUERA MARYCIELO CIA. LTDA	39864
LUDERSON S.A.	29962
OPERADORA DEL PACIFICO S.A. (OPACIF)	76723
SANULAC NUTRICION ECUADOR S.A.	722238
BIOALIMENTOS CIA. LTDA.	60067
EMPRESA ESTATAL UNITARIA ''UNION DE EMPRESAS PRODUCTORAS BELORUSNEFT''	166476
COMERCIALIZADORA RAMIREZ GALVAN CIA. LTDA.	201573
FARMADIAL S.A.	106257
TERMINAL NAVIERO PETROLERO TERNAPE PETROLEUM S.A.	712644
CENTRO DE RADIO Y TELEVISION CRATEL C.A.	48258
GODDCORP S.A.	135449
CRADS C.A.	716627
FEILO SYLVANIA N.V.	560
DISTBANI CIA.LTDA.	709923
WAYRAENERGY S.A.	309037
DIANA-FOOD ECUADOR S.A.	38212
LA TABLITA GROUP CIA. LTDA.	152098
ENMARSI S.A.	154014
EXPODELTA S.A.	101638
LABORATORIO VIDA (LABOVIDA) S.A.	78516
MERCK SHARP & DOHME (INTER AMERICAN) LLC.	5367
TIGRE ECUADOR S.A. ECUATIGRE	156717
IMELDA DE JARAMILLO CIA. LTDA.	201019
TERMINAL PORTUARIO DE MANTA TPM S.A.	710377
JAROMA S.A.	81550
GALMACK S.A.	703071
TEXTILES EL RAYO S.A.	14016
FRISONEX, FRISON IMPORTADORA, EXPORTADORA CIA. LTDA.	51193
PACIFICOZONE S.A.	112642
4LIFE RESEARCH ECUADOR, LLC	160227
CARRO SEGURO CARSEG S.A.	68179
EXPORTADORA AURIFERA S.A. EXPAUSA	112286
BIOSUPER S.A.S.	41107
REPUBLICNEG S.A.	134884
SERVIFRENO C.A.	13885
PROYECTOS INTEGRALES DEL ECUADOR PIL S.A.	93460
GOLDERIE TRADING S.A.	87589
AUTOEASTERN S.A.	91809
LANDCO CONSTRUCTORS S.A.	179885
IMPORTADORA BOHORQUEZ C LTDA	25574
MKP-ECUADOR S.A.S.	731614
COMERCIALIZADORA GODOY RUIZ S.A.	86167
LATINOAMERICANA DE VEHICULOS CA LAVCA	45345
GFPHARMA ECUADOR S.A.	715207
PEREZ, BUSTAMANTE & PONCE ABOGADOS CIA. LTDA.	90266
ECUACYCLO CIA. LTDA.	175706
NAVECUADOR S.A.	5210
HP DRILLINGSERVICES S.A.S.	95168
INDUSTRIAL Y COMERCIAL MMONTANERO S.A.	304510
INMOBILIARIA PIEDRA HUASI S.A.	31121
ADECAMOR CIA. LTDA.	172625
SIEMENS-HEALTHCARE CIA.LTDA.	148956
TUSCANY PERFORACIÓN PETROLERA TUSCANYPERF S.A.	156855
SERVIOIL CIA. LTDA.	60234
ROJAS & CEVALLOS EXPORTADORA CEVAROEX S.A.	705661
BANANA LIGHT (BANALIGHT) C.A.	68964
PISCICOLA MALECON SA MALSA	41204
IMACO IMPORTADORA DE MATERIALES DE CONSTRUCCION C. LTDA.	23140
EXPLOTACIÓN Y COMERCIALIZACIÓN MINEROS DEL SUR EXYCOMINSUR CIA.LTDA.	710044
COMERCIALIZADORA DE PRODUCTOS DEL MAR MONGE S.A. MONGEMAR	38807
COMERCIAL E INDUSTRIAL SUCRE S.A. COMSUCRE	78161
ETINAR S.A.	20550
SALJUPER S.A.	99432
AFP GENESIS ADMINISTRADORA DE FONDOS Y FIDEICOMISOS S.A.	71828
ETICA EMPRESA TURISTICA INTERNACIONAL CA	4931
RAPIDIAGNOSTICS S.A.	60130
CORPORACIÓN ENSAB INDUSTRIA ECUATORIANA ENSAMBEC S.A.	173353
HOSPITAL DEL RIO HOSPIRIO S.A.	32688
CONELSA CONDUCTORES ELECTRICOS SA	1402
QUITO MERCANTIL AUTOMOTRIZ MERQUIAUTO S.A.	49826
UNION DE PALMEROS UNIPAL S.A.	48112
ECU-ITALCOL S.A.	714044
CORPORACION ECUATORIANA DE TELEVISION C.LTDA.	4419
LA CHIRIPA CHIRS S.A.	56497
CONSTRUCTORA OVIEDO PALACIOS COVIPAL S.A.	16561
INMOBILIARIA DEL SOL S.A. MOBILSOL	69261
AGROEXPORTADORA BURNEO OCAMPO BURNEOEXPORT S.A.	305970
WHIRLPOOL ECUADOR S.A.	133352
INDUSTRIA ANDINA DE TRANSFORMADORES S.A.	21330
COMPAÑÍA ESHECLABRI S.A. CLABRISA	176673
FRUTERA DON MARCOS FRUDONMAR S.A.	111585
NORLOP THOMPSON ASOCIADOS S.A.	3970
GRUPO BRAVCO S.A.	15035
HOTELES DECAMERON ECUADOR S.A.	155475
BODEGAS NPV CIA.LTDA.	714759
DISTRIBUIDORA RAYCELLCOM DISTRIRAY S.A.	724955
MEGAGROSTORE CENTRO AGROPECUARIO S.A.	181595
FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.	74719
ABRODESIVOS DEL ECUADOR S.A.	49665
GARCOS S.A.	16597
COCA-COLA DE ECUADOR S.A.	49850
ECUAWAGEN S.A.	90471
DISTRIBUCION DE INSUMOS PARA EL CAMARON CELIDISMAR CIA.LTDA.	713491
BALANCEADOS CAMPO S.A. BALCAMSA	173278
TRABOAR S.A.	113900
G4S SECURE SOLUTIONS (ECUADOR) CIA. LTDA.	48723
PASTEURIZADORA EL RANCHITO CIA. LTDA	94642
INDUCTROC S.A.	116121
RISTOKCACAO CIA.LTDA.	162880
COREYPOL S.A. COMPAÑIA EL REY DEL POLLO S.A.	117207
CARLITA SNACKS CARLISNACKS S.A.S.	88619
UNNOMOTORS S.A.	154453
ARETINA S.A.	65425
SISTEMAS ELECTRICOS S.A. SISELEC	69288
AVICOLA MIELES AVICMIEL S.A.	715366
HAID ( ECUADOR)FEED CIA.LTDA.	713559
COMPANIA DE ECONOMIA MIXTA AUSTROGAS	6085
KLUANE DRILLING ECUADOR S.A.	85063
INVESTIGACION, VIGILANCIA E INSTRUCCION, INVIN CIA. LTDA.	51947
ECUACABLE S.A.	125915
AGROVALENCIA C.A.	141011
ZC MAYORISTAS S.A.	103119
INTELLCARD S.A.	311220
LABORATORIOS ROCNARF S.A.	22656
ECUAVIA S.A.	22532
CORPORACION ECUATORIANA DE CONGELADOS PROCONGELADOS S.A.S.	139100
UNIDAL ECUADOR S.A.	80479
COBISCORP ECUADOR S.A.	45074
NOVAECUADOR S.A AGENCIA ASESORA PRODUCTORA DE SEGUROS	600220
SZK DEL ECUADOR S.A.	733983
MARURI-GREY S.A.	65635
INCUPASAJE CIA. LTDA.	33923
TELEVISORA NACIONAL COMPANIA ANONIMA TELENACIONAL CA	10560
SIEMENS SA	1891
LABORATORIOS LA SANTE COMPAÑIA LIMITADA	113959
SANDE ECUADOR CIA. LTDA.	87674
PESDEL S.A.	25440
COMPAÑIA AGROCOMERCIAL PANCHANA & ZAMBRANO S.A.	180852
NOKIA SOLUTIONS AND NETWORK ECUADOR S.A.	93994
INSUMOS PROFESIONALES INSUPROF CIA. LTDA.	160438
GASPETROLIUM S. A.	179028
LIKEWIZE ECUADOR CIA.LTDA.	51003
ARMACAR S.A.	169470
PROCESADORA DE ALIMENTOS KARNITA PROKARNITA S.A.	713773
PALMAR DE LOS ESTEROS EMA S.A. PALESEMA	86184
FLANDERS DREDGING CORPORATION NV	717386
COMBUSTIBLES DEL ECUADOR S.A. COMDECSA	48955
INDUSTRIAS DE MINERALES LA COLINA INDUCOLINA CIA. LTDA.	33607
CLINICA DE ESPECIALIDADES MEDICAS SANTA INES SA	30116
INDUSTRIAS Y CULTIVOS EL CAMARON SA ICCSA	9136
METALTRONIC S.A.	11111
CADENA DE FARMACIAS SUIZA CADFAS S.A.	177746
AGROPESA, INDUSTRIA AGROPECUARIA ECUATORIANA SA	11979
INSTITUTO ECUATORIANO DE ENFERMEDADES DIGESTIVAS GASTROCLINICA S.A.	98281
CRCC 14TH BUREAU GROUP CO., LTD.	143202
EMINENS CIA. LTDA.	93488
MONTERREY AZUCARERA LOJANA CA MALCA	835
TEXCUMAR S.A.	81675
PLAN AUTOMOTOR ECUATORIANO S.A. PLANAUTOMOTOR	151483
PRODUCTOS AUTOADHESIVOS ARCLAD S.A.	48751
PROVEEDORES QUIMICOS PROVEQUIM C.A.	59415
SIMEUSFQ, SISTEMAS MEDICOS DE LA UNIVERSIDAD SAN FRANCISCO DE QUITO S.A.	158936
SISTEMAS DE SEGURIDAD S.A. SISEGUSA	118487
AIR EUROPA LINEAS AEREAS, SOCIEDAD ANONIMA, SOCIEDAD UNIPERSONAL	152114
DILIPA, DISTRIBUIDORA DE LIBROS Y PAPELERIA C.LTDA.	17772
FANALBA S.A.	165468
ANIPROTEIN PROTEINA ANIMAL CIA. LTDA.	160662
COMPAÑÍA FARMACEUTICA VERA S.A. COFARVE	96199
PRODISPRO PROVEEDORA Y DISTRIBUIDORA DE PRODUCTOS CIA. LTDA.	89208
FERRICOMP S.A.	128415
CORPORACION AZENDE S.A.	6712
MINERA BELORO C. L.	128224
TENARIS ECUADOR S.A.	144382
CLINICA DEL SOL CIA. LTDA. CLINISOL	205151
SERSUPPORT CIA. LTDA.	161197
OCEANOIL S.A	34706
FUMIGADORA PALACIOS MARQUEZ FUMIPALMA S.A.	38359
ASADERO LA ESQUINA DE ALES CIA.LTDA	35588
EMSAAIRPORT SERVICES CEM	48722
HAPAG-LLOYD ECUADOR S.A.	720301
CONFECCIONES RECREATIVAS FIBRAN CIA. LTDA.	53195
MATALLANA S.A.	155265
TRACTOMAQ S.A.	134364
SERVICIO AEREO REGIONAL REGAIR CIA. LTDA.	52718
GREEN LAND S.A.	34830
MOTORES DEL ECUADOR ECUAMOTORS S.A	93459
FATOSLA C.A	92158
SWISSGAS DEL ECUADOR S.A.	140384
DISTRIBUIDORA ANAHI S.A. DISANAHISA	116887
VUMILATINA MEDICINA PREPAGADA S.A.	181810
ECUATORIANA DE NEGOCIOS ECUNE S.A.	20084
TERMINAL AEROPORTUARIA DE GUAYAQUIL S.A. TAGSA	114469
GENETICA NACIONAL S.A. GENETSA	96012
PARCESHI S.A.	101728
DISTRIBUIDORA COMERCIAL DEL NORTE TRICOMNOR S.A.	721117
HASKELL-ECUADOR CIA.LTDA.	721640
CYBERNIUS S.A.	36876
FABRINORTE CIA. LTDA.	138587
FELMOVA S. A.	127456
CEDRAX S.A.	102893
MONMIFISH S.A.	171950
FRENOSEGURO CIA LTDA	2865
JARDINES DE ESPERANZA JARDIESA S.A.	5739
SERVICIOS HOSPITALARIOS S.A. ALBOTEOTON	83790
ALTALA S.A.	162631
TALMA ECUADOR SERVICIOS AEROPORTUARIOS S.A.	91789
ZATOTEK S.A.	171418
SERVICIOS ECUATORIANOS DE ENERGIA-SECSA CIA.LTDA.	713683
IC SERVICIOS DE SEGURIDAD PRIVADA DEL ECUADOR ICSSE CIA. LTDA	89297
DIEBOLD ECUADOR S.A.	93265
INTERPUBLIC COLOMBIA S.A.S.	93689
PRODUCTORES BANANEROS Y EXPORTADORES PROBANAEXPOR C LTDA	25473
JOHNSONWAX DEL ECUADOR S.A.	19553
REFRESCOS SIN GAS S.A. RE.S.GA.SA	70345
ALKHORAYEF PETROLEUM CO.	179626
TECNIAGREX S.A.	97067
BEBELANDIA S.A.	13402
TECNISEGUROS S.A. AGENCIA ASESORA PRODUCTORA DE SEGUROS	600175
